X,Y,OBJECTID,name,coordinate,total_slot,operative,id
24.919837099802351,60.183867699734606,74,Korjaamo,"60.1838677,24.9198371",24,Yes,075
24.924974100174609,60.184505499829015,75,Olympiastadion,"60.1845055,24.9249741",20,Yes,076
24.91423000041425,60.185183999641936,76,Nordenskiöldinaukio,"60.185184,24.914230",13,Yes,077
24.918010199910839,60.18783520013443,77,Messeniuksenkatu,"60.1878352,24.9180102",24,Yes,078
24.929228600319675,60.189217200013843,78,Uimastadion,"60.1892172,24.9292286",18,Yes,079
24.920597800348276,60.189402499925507,79,Jäähalli,"60.1894025,24.9205978",1,No,080
24.912371699794164,60.188309099685284,80,Stenbäckinkatu,"60.1883091,24.9123717",18,Yes,081
24.914095999630717,60.190662999597805,81,Töölöntulli,"60.190663,24.914096",20,Yes,082
24.908335099984924,60.190219499830107,82,Meilahden,"60.1902195,24.9083351",28,Yes,083
24.900785929926769,60.191637559825608,83,Mäntytie,"60.19163756,24.90078593",15,Yes,084
24.905888999777574,60.19346960024194,84,Jalavatie,"60.1934696,24.905889",16,Yes,085
24.901899699811338,60.195245200105944,85,Kuusitie,"60.1952452,24.9018997",24,Yes,086
24.955975929945282,60.188275220425112,86,Kustaankatu,"60.18827522,24.95597593",20,Yes,087
24.901299700021184,60.198940199630556,87,Kiskontie,"60.1989402,24.9012997",20,Yes,088
24.899260999895262,60.197532900023361,88,Tilkanvierto,"60.1975329,24.899261",16,Yes,089
24.891117899571441,60.194447499652426,89,Paciuksenkaari,"60.1944475,24.8911179",20,Yes,090
24.884736199715917,60.188399000413597,90,Seurasaari,"60.188399,24.8847362",22,Yes,091
24.879221442715448,60.192630583134985,91,Saunalahdentie,"60.1926305828,24.87922144235",8,Yes,092
24.871396300398999,60.194835799932264,92,Torpanranta,"60.1948358,24.8713963",16,Yes,093
24.875985100132311,60.19830160003886,93,Laajalahden,"60.1983016,24.8759851",23,Yes,094
24.88409169967224,60.196719599929622,94,Munkkiniemen,"60.1967196,24.8840917",18,Yes,095
24.883620900084509,60.199665299613969,95,Huopalahdentie,"60.1996653,24.8836209",15,Yes,096
24.870883300124262,60.203880299736113,96,Ulvilantie,"60.2038803,24.8708833",12,Yes,098
24.85595440037531,60.207119299815872,97,Muusantori,"60.2071193,24.8559544",12,Yes,099
24.86820966244602,60.209493733049385,98,Teljäntie,"60.20949373296,24.868209662",13,Yes,100
24.879829100232826,60.20599459957117,99,Munkkivuoren,"60.2059946,24.8798291",24,Yes,101
24.889520899669833,60.208924999988824,100,Vihdintie,"60.208925,24.8895209",14,Yes,103
24.891681699850608,60.205678499563135,101,Kriikunakuja,"60.2056785,24.8916817",16,Yes,104
24.893476100042051,60.202839199569439,102,Tilkantori,"60.2028392,24.8934761",16,Yes,105
24.898929700445365,60.203473500401799,103,Korppaanmäentie,"60.2034735,24.8989297",16,Yes,106
24.905460900000605,60.202439299833884,104,Tenholantie,"60.2024393,24.9054609",14,Yes,107
24.91793100021556,60.204447000328855,105,Radiokatu,"60.204447,24.917931",14,Yes,108
24.92265400038184,60.202336000106357,106,Hertanmäenkatu,"60.202336,24.922654",20,Yes,109
24.924866999912183,60.19889799984287,107,Maistraatintori,"60.198898,24.924867",20,Yes,110
24.926780800393658,60.197572400046283,108,Esterinportti,"60.1975724,24.9267808",20,Yes,111
24.933272099727674,60.201438199713209,109,Rautatieläisenkatu,"60.2014382,24.9332721",22,Yes,112
24.935197999688,60.199714999747471,110,Veturitori,"60.199715,24.935198",40,Yes,113
24.93589100016959,60.197016000288215,111,Ratapihantie,"60.197016,24.935891",22,Yes,114
24.941577999824858,60.194209500368174,112,Venttiilikuja,"60.1942095,24.941578",16,Yes,115
24.940159300411437,60.191141099881918,113,Linnanmäki,"60.1911411,24.9401593",32,Yes,116
24.948102399606114,60.189670600417912,114,Brahen,"60.1896706,24.9481024",13,Yes,117
24.952160100208516,60.189541699689755,115,Fleminginkatu,"60.1895417,24.9521601",24,Yes,118
24.956872900264159,60.190709599768297,116,Gebhardinaukio,"60.1907096,24.9568729",20,Yes,119
24.963559599795758,60.189635200404211,117,Mäkelänkatu,"60.1896352,24.9635596",28,Yes,120
24.967871799543957,60.186463299641616,118,Vilhonvuorenkatu,"60.1864633,24.9678718",18,Yes,121
24.962193599754869,60.183718200034946,119,Lintulahdenkatu,"60.1837182,24.9621936",16,Yes,122
24.955461800122009,60.17976499975498,120,Näkinsilta,"60.179765,24.9554618",24,Yes,123
24.981792609641275,60.182651819925582,121,Isoisänsilta,"60.18265182,24.98179261",18,Yes,124
24.978642799825423,60.184782099814129,122,Arielinkatu,"60.1847821,24.9786428",22,Yes,125
24.97585200026964,60.188399000413597,123,Kalasataman,"60.188399,24.975852",27,Yes,126
24.971192600158417,60.18969940030712,124,Teurastamo,"60.1896994,24.9711926",20,Yes,127
24.964223799488821,60.19205759987841,125,Päijänteentie,"60.1920576,24.9642238",14,Yes,128
24.957993100301394,60.194234200248218,126,Pernajantie,"60.1942342,24.9579931",20,Yes,129
24.948752399903356,60.193486000278767,127,Teollisuuskatu,"60.193486,24.9487524",24,Yes,130
24.947618600318208,60.196262700263446,128,Elimäenkatu,"60.1962627,24.9476186",24,Yes,131
24.954533899419971,60.195884798844418,129,Hollolantie,"60.19588479865,24.95453389981",12,Yes,132
24.961438500186659,60.197488600318707,130,Paavalinpuisto,"60.1974886,24.9614385",22,Yes,133
24.967670800167355,60.19853140020399,131,Haukilahdenkatu,"60.1985314,24.9676708",18,Yes,134
24.944050600354956,60.201061399963692,132,Velodrominrinne,"60.2010614,24.9440506",12,Yes,135
24.951363600349907,60.203272099927517,133,Sofianlehdonkatu,"60.2032721,24.9513636",12,Yes,136
24.966612799940833,60.202791200053866,134,Arabian,"60.2027912,24.9666128",24,Yes,137
24.976567199616625,60.206408499952374,135,Arabiankatu,"60.2064085,24.9765672",14,Yes,138
24.976580100391345,60.210025500376616,136,Kaironkatu,"60.2100255,24.9765801",16,Yes,139
24.979728300420788,60.213700700427012,137,Verkatehtaanpuisto,"60.2137007,24.9797283",14,Yes,140
24.967638299567909,60.207858199896066,138,Intiankatu,"60.2078582,24.9676383",16,Yes,141
24.946513900096477,60.208748999966417,139,Koskelantie,"60.208749,24.9465139",14,Yes,142
24.869306050234059,60.157085599620757,140,Kuikkarinne,"60.1570856,24.86930605",12,Yes,143
24.958810799878563,60.213904299743717,141,Käpyläntie,"60.2139043,24.9588108",14,Yes,144
24.943796399784048,60.213420999579512,142,Pohjolankatu,"60.213421,24.9437964",12,Yes,145
24.954411200416644,60.217204299938544,143,Pohjolanaukio,"60.2172043,24.9544112",16,Yes,146
24.948693999728334,60.220226999576425,144,Käpylän,"60.220227, 24.948694",18,Yes,147
24.966461899996716,60.218442699670902,145,Juhana,"60.2184427,24.9664619",16,Yes,148
24.94419490017458,60.183164000018621,146,Toinen,"60.183164,24.9441949",22,Yes,149
24.933870100324896,60.176679299909836,147,Töölönlahden,"60.1766793,24.9338701",34,Yes,150
24.947465819891704,60.167230830038818,148,Eteläesplanadi,"60.16723083,24.94746582",34,Yes,161
24.92659050025145,60.169573429969887,149,Leppäsuonaukio,"60.16957343,24.9265905",28,Yes,162
24.850536770155884,60.181472580295406,150,Lehtisaarentie,"60.18147258,24.85053677",12,Yes,163
24.840319000421573,60.165819999693269,151,Hanasaari,"60.165820,24.840319",10,Yes,501
24.827467000401782,60.171524000132536,152,Keilalahti,"60.171524,24.827467",30,Yes,503
24.805758000231549,60.168266000075903,153,Westendinasema,"60.168266,24.805758",19,Yes,505
24.796135999876526,60.16814299979967,154,Golfpolku,"60.168143,24.796136",16,Yes,507
24.802937999688993,60.17155099957904,155,Revontulentie,"60.171551,24.802938",30,Yes,509
24.810688000051186,60.173423999617967,156,Sateentie,"60.173424,24.810688",18,Yes,511
24.791389999548869,60.173566999917171,157,Hakalehto,"60.173567,24.791390",24,Yes,513
24.792559000397603,60.175768999839534,158,Oravannahkatori,"60.175769,24.792559",16,Yes,515
24.802049000061345,60.175357999771904,159,Länsituuli,"60.175358,24.802049",24,Yes,517
24.805824999723995,60.176168000253085,160,Tapionaukio,"60.176168,24.805825",27,Yes,519
24.803942000123243,60.177588000086189,161,Kulttuuriaukio,"60.177588,24.803942",30,Yes,521
24.797983999661881,60.17874999971275,162,Ahertajantie,"60.178750,24.797984",20,Yes,523
24.810973999750331,60.178702000197234,163,Mäntyviita,"60.178702,24.810974",10,Yes,525
24.81739600002544,60.178650999643992,164,Otsolahti,"60.178651,24.817396",18,Yes,527
24.828950000442205,60.175233000302796,165,Keilaniemi,"60.175233,24.828950",40,Yes,529
24.835351999795023,60.177943000269295,166,Keilaranta,"60.177943,24.835352",24,Yes,531
24.824746999974138,60.180806000096879,167,Tekniikantie,"60.180806,24.824747",18,Yes,533
24.814220000152943,60.185096000080421,168,Innopoli,"60.185096,24.814220",20,Yes,537
24.820098999669142,60.18498699955046,169,Aalto-yliopisto,"60.184987,24.820099",20,Yes,539
24.826670999666931,60.18431199989891,170,Aalto-yliopisto,"60.184312,24.826671",41,Yes,541
24.837133000087931,60.184830000404247,171,Otaranta,"60.184830,24.837133",20,Yes,543
24.829984999608087,60.188498999629189,172,Sähkömies,"60.188499,24.829985",14,Yes,545
24.835033000372732,60.188118000045733,173,Jämeräntaival,"60.188118,24.835033",30,Yes,547
24.810198999983925,60.187261000095134,174,Maarinranta,"60.187261,24.810199",12,Yes,549
24.807083000180342,60.189142999649789,175,Tietäjä,"60.189143,24.807083",20,Yes,551
24.806152000414556,60.186730999935776,176,Metsänneidonpolku,"60.186731,24.806152",18,Yes,553
24.804022000215184,60.184765000104733,177,Kalevalantie,"60.184765,24.804022",20,Yes,555
24.796951999735029,60.187281000118105,178,Louhentori,"60.187281,24.796952",16,Yes,557
24.794014000046104,60.182880000411728,179,Pohjankulma,"60.182880,24.794014",24,Yes,559
24.785759999824165,60.182976000342194,180,Koivu-Mankkaa,"60.182976,24.785760",20,Yes,561
24.780477999959771,60.18870600018181,181,Mankkaanlaaksontie,"60.188706,24.780478",26,Yes,563
24.769021000418888,60.194599000343658,182,Mankkaanaukio,"60.194599,24.769021",20,Yes,565
24.784654000082071,60.177749000316169,183,Tapiolan,"60.177749,24.784654",32,Yes,571
24.7794280001022,60.174650000397264,184,Urheilupuisto,"60.174650,24.779428",28,Yes,573
24.769666999632364,60.176107000138018,185,Tontunmäentie,"60.176107,24.769667",16,Yes,575
24.76060599996697,60.180848000235073,186,Olarinluoma,"60.180848,24.760606",18,Yes,577
24.775912999885065,60.171126999811236,187,Niittymaa,"60.171127,24.775913",20,Yes,579
24.763184000141564,60.170757999881857,188,Niittykumpu,"60.170758,24.763184",32,Yes,581
24.77270799957455,60.166480999598491,189,Haukilahdenkatu,"60.166481,24.772708",16,Yes,583
24.775882000254171,60.162396000075375,190,Haukilahdenaukio,"60.162396,24.775882",20,Yes,585
24.767831000400406,60.162477000213471,191,Hauenkallio,"60.162477,24.767831",12,Yes,587
24.769863999723839,60.158048000115173,192,Haukilahdenranta,"60.158048,24.769864",16,Yes,589
24.77399300037672,60.154940999827318,193,Mellstenintie,"60.154941,24.773993",24,Yes,591
24.782536000436096,60.159600999786392,194,Toppelundintie,"60.159601,24.782536",12,Yes,593
24.791754000147023,60.158193999653406,195,Westendintie,"60.158194,24.791754",16,Yes,595
24.784862800178132,60.162447099554072,196,Toppelundinportti,"60.1624471,24.7848628",20,Yes,596
24.790387000060036,60.16335200009479,197,Linnakepolku,"60.163352,24.790387",12,Yes,597
24.754343999875744,60.147973999600481,198,Nokkala,"60.147974,24.754344",18,Yes,601
24.754196000245258,60.151040999842337,199,Matinlahdenranta,"60.151041,24.754196",20,Yes,603
24.741545999648224,60.147920999854307,200,Nuottaniementie,"60.147921,24.741546",14,Yes,607
24.74123399964941,60.152342999629809,201,Sepetlahdentie,"60.152343,24.741234",10,Yes,609
24.752488999767593,60.156258000306536,202,Matinkartanontie,"60.156258,24.752489",20,Yes,611
24.744977999635012,60.155689000147277,203,Matinkyläntie,"60.155689,24.744978",15,Yes,613
24.737663999593963,60.156754999843429,204,Tiistiläntie,"60.156755,24.737664",24,Yes,615
24.729112000018858,60.153737000062563,205,Tiistinkallio,"60.153737,24.729112",12,Yes,617
24.724834999735492,60.160645000266584,206,Etuniementie,"60.160645,24.724835",10,Yes,619
24.756271999753039,60.161137999619029,207,Hauenkalliontie,"60.161138,24.756272",12,Yes,621
24.746630000274365,60.161587999686503,208,Nelikkotie,"60.161588,24.746630",16,Yes,623
24.740674999951352,60.159866000315731,209,Suomenlahdentie,"60.159866,24.740675",32,Yes,625
24.738416000098368,60.162403000398228,210,Piispansilta,"60.162403,24.738416",40,Yes,627
24.732688000351004,60.165602999578823,211,Piispanportti,"60.165603,24.732688",17,Yes,629
24.721366999887209,60.162841999958403,212,Friisilänaukio,"60.162842,24.721367",12,Yes,631
24.724908000403957,60.16897100021157,213,Avaruuskatu,"60.168971,24.724908",16,Yes,633
24.726024999753974,60.172673000058978,214,Kuunkatu,"60.172673,24.726025",24,Yes,635
24.729314000340878,60.174523999982682,215,Ruomelantie,"60.174524,24.729314",13,Yes,637
24.73812200003033,60.174913999981186,216,Itäportti,"60.174914,24.738122",18,Yes,639
24.735968999669637,60.167216000218275,217,Komeetankatu,"60.167216,24.735969",16,Yes,641
24.731472000032852,60.17154800034001,218,Auringonkatu,"60.171548,24.731472",20,Yes,643
24.743532000401558,60.168441000052155,219,Piispankallio,"60.168441,24.743532",16,Yes,645
24.745665999886057,60.17281400026593,220,Lystimäki,"60.172814,24.745666",12,Yes,647
24.752442000298117,60.174709999566858,221,Lystimäensilta,"60.174710,24.752442",12,Yes,649
24.744131000145615,60.184596000405122,222,Suurpellonaukio,"60.184596,24.744131",24,Yes,651
24.742571000151599,60.187052000349581,223,Lukutori,"60.187052,24.742571",14,Yes,653
24.840698999958931,60.20614200025318,224,Gallen-Kallelan,"60.206142,24.840699",10,Yes,701
24.804929999819706,60.203891999915925,225,Laajalahden,"60.203892,24.804930",18,Yes,705
24.824953999627439,60.210734999820431,226,Majurinkulma,"60.210735,24.824954",24,Yes,707
24.819549000386132,60.212507999744446,227,Yhdyskunnankuja,"60.212508,24.819549",20,Yes,709
24.826368000083164,60.215751000008709,228,Kirjurinkuja,"60.215751,24.826368",17,Yes,711
24.819396000525046,60.21606700019197,229,Upseerinkatu,"60.216067,24.819396",30,Yes,713
24.821931999662127,60.216222000145251,230,Komentajankatu,"60.216222,24.821932",12,Yes,715
24.807954999923368,60.21106000041874,231,Leiritori,"60.211060,24.807955",12,Yes,717
24.810681999774545,60.213721999970403,232,Säteri,"60.213722,24.810682",32,Yes,719
24.805612999840093,60.214193000106945,233,Säterinrinne,"60.214193,24.805613",14,Yes,721
24.800485999928981,60.214666000335683,234,Säterinniitty,"60.214666,24.800486",10,Yes,723
24.806278999975916,60.217261000394899,235,Rummunlyöjänkatu,"60.217261,24.806279",20,Yes,725
24.812418999837007,60.217311000002724,236,Ratsutori,"60.217311,24.812419",32,Yes,727
24.813884999992808,60.218868999904487,237,Leppävaaranaukio,"60.218869,24.813885",22,Yes,729
24.813437000017586,60.220253999922193,238,Leppävaarankäytävä,"60.220254,24.813437",20,Yes,731
24.813109000180248,60.22101900012683,239,Läkkitori,"60.221019,24.813109",25,Yes,733
24.816382000029307,60.222182999845643,240,Mestarinkatu,"60.222183,24.816382",24,Yes,735
24.812271000206522,60.223769000139328,241,Muurarinkuja,"60.223769,24.812271",18,Yes,737
24.826396000475086,60.223827000115989,242,Postipuun,"60.223827,24.826396",16,Yes,739
24.804898000142657,60.222154000306944,243,Gransinmäki,"60.222154,24.804898",20,Yes,741
24.800970999811852,60.224943000319286,244,Leppävaaran,"60.224943,24.800971",32,Yes,745
24.804734999820425,60.226378999990914,245,Leppävaaran,"60.226379,24.804735",20,Yes,747
24.813871000246536,60.228462999867588,246,Vallikatu,"60.228463,24.813871",24,Yes,749
24.821773999570496,60.227563999778795,247,Vallipolku,"60.227564,24.821774",20,Yes,751
24.81395399957745,60.234401000305979,248,Linnuntie,"60.234401,24.813954",24,Yes,753
24.824561000389906,60.230452999906049,249,Kutsuntatie,"60.230453,24.824561",16,Yes,755
24.831396999971616,60.235088999657648,250,Painiitty,"60.235089,24.831397",12,Yes,757
24.839380000286837,60.220412000013823,251,Mäkkylän,"60.220412,24.839380",32,Yes,761
24.83353599968666,60.22055100012858,252,Kalkkipellonmäki,"60.220551,24.833536",24,Yes,763
24.832958000011729,60.222221999845488,253,Adjutantinkatu,"60.222222,24.832958",18,Yes,765
24.820635000105199,60.223377000048572,254,Ruutikatu,"60.223377,24.820635",10,Yes,767
24.814793999643427,60.204582000259165,255,Tiurintie,"60.204582,24.814794",12,Yes,769
