FID,id,tyyppi,nimi,teksti,kiinnitys,kuvaus_pvm,katselusuunta,x,y,z,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_liikennemerkit.4,4,371,Pysäyttäminen kielletty,,Pole,22.10.2015,0,25496781.836,6671953.29,14.149,Helsinki/MAKA,2018-11-20,POINT (6671953.29 25496781.836)
liikennemerkkipilotti_liikennemerkit.5,5,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""","Ei koske City Car Clubin autoja, Gäller ej City Car Clubs bilar",Pole,22.10.2015,0,25496781.811,6671953.261,13.647,Helsinki/MAKA,2018-11-20,POINT (6671953.261 25496781.811)
liikennemerkkipilotti_liikennemerkit.6,6,372,Pysäköinti kielletty,,Other,22.10.2015,264,25496767.584,6671930.496,12.633,Helsinki/MAKA,2018-11-20,POINT (6671930.496 25496767.584)
liikennemerkkipilotti_liikennemerkit.7,7,871,Tekstillinen lisäkilpi,unreadable,Other,22.10.2015,267,25496767.577,6671930.501,12.216,Helsinki/MAKA,2018-11-20,POINT (6671930.501 25496767.577)
liikennemerkkipilotti_liikennemerkit.8,8,331,Kielletty ajosuunta,,Lightpole,22.10.2015,245,25496764.816,6671992.614,13.859,Helsinki/MAKA,2018-11-20,POINT (6671992.614 25496764.816)
liikennemerkkipilotti_liikennemerkit.9,9,871,Tekstillinen lisäkilpi,unreadable,Other,05.10.2015,180,25496937.178,6671810.795,14.617,Helsinki/MAKA,2018-11-20,POINT (6671810.795 25496937.178)
liikennemerkkipilotti_liikennemerkit.10,10,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",,Other,05.10.2015,180,25496937.161,6671810.775,14.388,Helsinki/MAKA,2018-11-20,POINT (6671810.775 25496937.161)
liikennemerkkipilotti_liikennemerkit.11,11,855a,Maksullinen pysäköinti,9-21,Pole,05.10.2015,273,25496916.129,6671822.584,16.213,Helsinki/MAKA,2018-11-20,POINT (6671822.584 25496916.129)
liikennemerkkipilotti_liikennemerkit.12,12,855a,Maksullinen pysäköinti,9-21,Wall,05.10.2015,51,25496712.998,6671941.555,15.432,Helsinki/MAKA,2018-11-20,POINT (6671941.555 25496712.998)
liikennemerkkipilotti_liikennemerkit.13,13,372,Pysäköinti kielletty,,Other,05.10.2015,0,25496852.234,6671820.716,18.031,Helsinki/MAKA,2018-11-20,POINT (6671820.716 25496852.234)
liikennemerkkipilotti_liikennemerkit.14,14,Unclassified,Luokittelematon,,Wall,05.10.2015,51,25496712.997,6671941.555,15.224,Helsinki/MAKA,2018-11-20,POINT (6671941.555 25496712.997)
liikennemerkkipilotti_liikennemerkit.15,15,871,Tekstillinen lisäkilpi,unreadable,Other,05.10.2015,0,25496852.828,6671820.739,18.255,Helsinki/MAKA,2018-11-20,POINT (6671820.739 25496852.828)
liikennemerkkipilotti_liikennemerkit.16,16,372,Pysäköinti kielletty,,Wall,05.10.2015,51,25496702.11,6671933.857,15.748,Helsinki/MAKA,2018-11-20,POINT (6671933.857 25496702.11)
liikennemerkkipilotti_liikennemerkit.17,17,372,Pysäköinti kielletty,,Wall,22.10.2015,144,25496635.095,6671883.933,18.82,Helsinki/MAKA,2018-11-20,POINT (6671883.933 25496635.095)
liikennemerkkipilotti_liikennemerkit.18,18,Unclassified,Luokittelematon,,Wall,05.10.2015,52,25496713.005,6671941.524,15.007,Helsinki/MAKA,2018-11-20,POINT (6671941.524 25496713.005)
liikennemerkkipilotti_liikennemerkit.19,19,521,Pysäköintipaikka,,Wall,05.10.2015,51,25496707.938,6671938.027,16.126,Helsinki/MAKA,2018-11-20,POINT (6671938.027 25496707.938)
liikennemerkkipilotti_liikennemerkit.20,20,836,N/A,,Wall,05.10.2015,48,25496707.941,6671938.007,15.748,Helsinki/MAKA,2018-11-20,POINT (6671938.007 25496707.941)
liikennemerkkipilotti_liikennemerkit.21,21,814,N/A,5 m,Wall,05.10.2015,39,25496707.958,6671938.022,15.566,Helsinki/MAKA,2018-11-20,POINT (6671938.022 25496707.958)
liikennemerkkipilotti_liikennemerkit.22,22,Unclassified,Luokittelematon,,Pole,05.10.2015,158,25497381.461,6672360.289,5.833,Helsinki/MAKA,2018-11-20,POINT (6672360.289 25497381.461)
liikennemerkkipilotti_liikennemerkit.23,23,851,Voimassaoloaika,8-17,Wall,05.10.2015,48,25496702.215,6671933.835,15.345,Helsinki/MAKA,2018-11-20,POINT (6671933.835 25496702.215)
liikennemerkkipilotti_liikennemerkit.24,24,Unclassified,Luokittelematon,,Pole,22.10.2015,159,25496660.434,6671906.747,16.717,Helsinki/MAKA,2018-11-20,POINT (6671906.747 25496660.434)
liikennemerkkipilotti_liikennemerkit.25,25,372,Pysäköinti kielletty,,Pole,22.10.2015,48,25496660.408,6671906.744,17.554,Helsinki/MAKA,2018-11-20,POINT (6671906.744 25496660.408)
liikennemerkkipilotti_liikennemerkit.26,26,855a,Maksullinen pysäköinti,9-21,Pole,22.10.2015,45,25496660.427,6671906.693,17.126,Helsinki/MAKA,2018-11-20,POINT (6671906.693 25496660.427)
liikennemerkkipilotti_liikennemerkit.27,27,Unclassified,Luokittelematon,,Pole,22.10.2015,42,25496660.432,6671906.668,16.929,Helsinki/MAKA,2018-11-20,POINT (6671906.668 25496660.432)
liikennemerkkipilotti_liikennemerkit.28,28,551,Yksisuuntainen tie,,Wall,22.10.2015,157,25496649.619,6671896.824,18.902,Helsinki/MAKA,2018-11-20,POINT (6671896.824 25496649.619)
liikennemerkkipilotti_liikennemerkit.29,29,371,Pysäyttäminen kielletty,,Pole,22.10.2015,95,25496649.545,6671896.847,18.379,Helsinki/MAKA,2018-11-20,POINT (6671896.847 25496649.545)
liikennemerkkipilotti_liikennemerkit.30,30,825,N/A,,Wall,22.10.2015,93,25496649.522,6671896.806,17.771,Helsinki/MAKA,2018-11-20,POINT (6671896.806 25496649.522)
liikennemerkkipilotti_liikennemerkit.31,31,Unclassified,Luokittelematon,,Wall,22.10.2015,321,25496638.056,6671905.033,18.022,Helsinki/MAKA,2018-11-20,POINT (6671905.033 25496638.056)
liikennemerkkipilotti_liikennemerkit.32,32,372,Pysäköinti kielletty,,Wall,06.10.2015,52,25496637.872,6671904.964,18.875,Helsinki/MAKA,2018-11-20,POINT (6671904.964 25496637.872)
liikennemerkkipilotti_liikennemerkit.33,33,Unclassified,Luokittelematon,,Wall,06.10.2015,58,25496637.858,6671904.978,18.261,Helsinki/MAKA,2018-11-20,POINT (6671904.978 25496637.858)
liikennemerkkipilotti_liikennemerkit.34,34,331,Kielletty ajosuunta,,Wall,22.10.2015,351,25496636.808,6671904.941,18.455,Helsinki/MAKA,2018-11-20,POINT (6671904.941 25496636.808)
liikennemerkkipilotti_liikennemerkit.35,35,511,Suojatie,,Pole,05.10.2015,56,25496510.481,6671800.834,13.892,Helsinki/MAKA,2018-11-20,POINT (6671800.834 25496510.481)
liikennemerkkipilotti_liikennemerkit.36,36,372,Pysäköinti kielletty,,Wall,22.10.2015,235,25496503.094,6671810.202,14.95,Helsinki/MAKA,2018-11-20,POINT (6671810.202 25496503.094)
liikennemerkkipilotti_liikennemerkit.37,37,855a,Maksullinen pysäköinti,9-21,Wall,22.10.2015,238,25496503.361,6671810.337,14.489,Helsinki/MAKA,2018-11-20,POINT (6671810.337 25496503.361)
liikennemerkkipilotti_liikennemerkit.38,38,Unclassified,Luokittelematon,,Wall,22.10.2015,242,25496503.13,6671810.243,14.304,Helsinki/MAKA,2018-11-20,POINT (6671810.243 25496503.13)
liikennemerkkipilotti_liikennemerkit.39,39,Unclassified,Luokittelematon,,Wall,22.10.2015,242,25496503.12,6671810.219,14.107,Helsinki/MAKA,2018-11-20,POINT (6671810.219 25496503.12)
liikennemerkkipilotti_liikennemerkit.40,40,511,Suojatie,,Wall,20.10.2015,157,25496195.092,6673374.198,14.244,Helsinki/MAKA,2018-11-20,POINT (6673374.198 25496195.092)
liikennemerkkipilotti_liikennemerkit.41,41,Unclassified,Luokittelematon,,Pole,20.10.2015,333,25496204.007,6673390.849,13.184,Helsinki/MAKA,2018-11-20,POINT (6673390.849 25496204.007)
liikennemerkkipilotti_liikennemerkit.42,42,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,333,25496204.068,6673390.962,13.363,Helsinki/MAKA,2018-11-20,POINT (6673390.962 25496204.068)
liikennemerkkipilotti_liikennemerkit.43,43,372,Pysäköinti kielletty,,Pole,20.10.2015,164,25496176.458,6673425.528,13.244,Helsinki/MAKA,2018-11-20,POINT (6673425.528 25496176.458)
liikennemerkkipilotti_liikennemerkit.44,44,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,164,25496176.451,6673425.521,12.802,Helsinki/MAKA,2018-11-20,POINT (6673425.521 25496176.451)
liikennemerkkipilotti_liikennemerkit.45,45,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,20.10.2015,74,25496190.29,6673431.87,11.325,Helsinki/MAKA,2018-11-20,POINT (6673431.87 25496190.29)
liikennemerkkipilotti_liikennemerkit.46,46,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,20.10.2015,72,25496186.39,6673441.508,11.252,Helsinki/MAKA,2018-11-20,POINT (6673441.508 25496186.39)
liikennemerkkipilotti_liikennemerkit.47,47,372,Pysäköinti kielletty,,Pole,20.10.2015,160,25496166.884,6673447.956,13.094,Helsinki/MAKA,2018-11-20,POINT (6673447.956 25496166.884)
liikennemerkkipilotti_liikennemerkit.48,48,855a,Maksullinen pysäköinti,9-21,Wall,22.10.2015,131,25496634.969,6671884.123,18.389,Helsinki/MAKA,2018-11-20,POINT (6671884.123 25496634.969)
liikennemerkkipilotti_liikennemerkit.49,49,Unclassified,Luokittelematon,,Wall,22.10.2015,150,25496634.891,6671884.165,18.207,Helsinki/MAKA,2018-11-20,POINT (6671884.165 25496634.891)
liikennemerkkipilotti_liikennemerkit.50,50,Unclassified,Luokittelematon,,Wall,06.10.2015,242,25496635.164,6671883.786,18.077,Helsinki/MAKA,2018-11-20,POINT (6671883.786 25496635.164)
liikennemerkkipilotti_liikennemerkit.51,51,511,Suojatie,,Pole,06.10.2015,333,25496644.275,6671891.736,17.612,Helsinki/MAKA,2018-11-20,POINT (6671891.736 25496644.275)
liikennemerkkipilotti_liikennemerkit.52,52,142,N/A,,Pole,06.10.2015,334,25496644.321,6671891.777,16.884,Helsinki/MAKA,2018-11-20,POINT (6671891.777 25496644.321)
liikennemerkkipilotti_liikennemerkit.53,53,371,Pysäyttäminen kielletty,,Wall,22.10.2015,232,25496653.304,6671857.24,14.012,Helsinki/MAKA,2018-11-20,POINT (6671857.24 25496653.304)
liikennemerkkipilotti_liikennemerkit.205,205,Unclassified,Luokittelematon,,Wall,20.10.2015,314,25496135.216,6673314.315,19.459,Helsinki/MAKA,2018-11-20,POINT (6673314.315 25496135.216)
liikennemerkkipilotti_liikennemerkit.206,206,Unclassified,Luokittelematon,,Wall,20.10.2015,70,25496135.009,6673314.33,19.198,Helsinki/MAKA,2018-11-20,POINT (6673314.33 25496135.009)
liikennemerkkipilotti_liikennemerkit.207,207,372,Pysäköinti kielletty,,Wall,20.10.2015,151,25496128.458,6673286.134,20.062,Helsinki/MAKA,2018-11-20,POINT (6673286.134 25496128.458)
liikennemerkkipilotti_liikennemerkit.208,208,855a,Maksullinen pysäköinti,9-21,Wall,20.10.2015,314,25496135.262,6673314.419,19.694,Helsinki/MAKA,2018-11-20,POINT (6673314.419 25496135.262)
liikennemerkkipilotti_liikennemerkit.209,209,511,Suojatie,,Wall,06.10.2015,333,25496039.809,6673437.138,16.893,Helsinki/MAKA,2018-11-20,POINT (6673437.138 25496039.809)
liikennemerkkipilotti_liikennemerkit.210,210,677,Pysäköinti,,Pole,07.10.2015,156,25498540.635,6672611.227,7.359,Helsinki/MAKA,2018-11-20,POINT (6672611.227 25498540.635)
liikennemerkkipilotti_liikennemerkit.211,211,Unclassified,Luokittelematon,,Pole,07.10.2015,156,25498540.628,6672611.247,6.911,Helsinki/MAKA,2018-11-20,POINT (6672611.247 25498540.628)
liikennemerkkipilotti_liikennemerkit.212,212,Unclassified,Luokittelematon,,Pole,07.10.2015,245,25498531.42,6672620.638,6.441,Helsinki/MAKA,2018-11-20,POINT (6672620.638 25498531.42)
liikennemerkkipilotti_liikennemerkit.213,213,423,Yhdistetty pyörätie ja jalkakäytävä,,Pole,07.10.2015,245,25498531.457,6672620.572,7.086,Helsinki/MAKA,2018-11-20,POINT (6672620.572 25498531.457)
liikennemerkkipilotti_liikennemerkit.214,214,423,Yhdistetty pyörätie ja jalkakäytävä,,Pole,07.10.2015,69,25498543.955,6672628.608,6.962,Helsinki/MAKA,2018-11-20,POINT (6672628.608 25498543.955)
liikennemerkkipilotti_liikennemerkit.215,215,Unclassified,Luokittelematon,,Pole,07.10.2015,69,25498540.964,6672633.702,6.921,Helsinki/MAKA,2018-11-20,POINT (6672633.702 25498540.964)
liikennemerkkipilotti_liikennemerkit.216,216,Unclassified,Luokittelematon,,Pole,20.10.2015,134,25495999.056,6673464.039,17.288,Helsinki/MAKA,2018-11-20,POINT (6673464.039 25495999.056)
liikennemerkkipilotti_liikennemerkit.217,217,855b,Maksullinen pysäköinti,9-21,Pole,20.10.2015,134,25495999.075,6673464.124,17.477,Helsinki/MAKA,2018-11-20,POINT (6673464.124 25495999.075)
liikennemerkkipilotti_liikennemerkit.218,218,677,Pysäköinti,,Pole,20.10.2015,134,25495999.073,6673464.12,17.871,Helsinki/MAKA,2018-11-20,POINT (6673464.12 25495999.073)
liikennemerkkipilotti_liikennemerkit.219,219,511,Suojatie,,Wall,20.10.2015,5,25496023.985,6673485.301,17.202,Helsinki/MAKA,2018-11-20,POINT (6673485.301 25496023.985)
liikennemerkkipilotti_liikennemerkit.220,220,533,N/A,,Pole,07.10.2015,60,25498452.083,6672649.87,11.39,Helsinki/MAKA,2018-11-20,POINT (6672649.87 25498452.083)
liikennemerkkipilotti_liikennemerkit.221,221,871,Tekstillinen lisäkilpi,unreadable,Other,20.10.2015,52,25496111.949,6673346.24,14.545,Helsinki/MAKA,2018-11-20,POINT (6673346.24 25496111.949)
liikennemerkkipilotti_liikennemerkit.222,222,372,Pysäköinti kielletty,,Pole,20.10.2015,155,25496101.434,6673337.915,16.186,Helsinki/MAKA,2018-11-20,POINT (6673337.915 25496101.434)
liikennemerkkipilotti_liikennemerkit.223,223,Unclassified,Luokittelematon,,Pole,20.10.2015,155,25496101.47,6673337.863,15.582,Helsinki/MAKA,2018-11-20,POINT (6673337.863 25496101.47)
liikennemerkkipilotti_liikennemerkit.224,224,511,Suojatie,,Wall,20.10.2015,327,25496088.98,6673375.525,13.499,Helsinki/MAKA,2018-11-20,POINT (6673375.525 25496088.98)
liikennemerkkipilotti_liikennemerkit.225,225,Unclassified,Luokittelematon,,Pole,20.10.2015,327,25496076.17,6673366.692,13.655,Helsinki/MAKA,2018-11-20,POINT (6673366.692 25496076.17)
liikennemerkkipilotti_liikennemerkit.226,226,511,Suojatie,,Pole,06.10.2015,139,25496064.931,6673381.096,13.69,Helsinki/MAKA,2018-11-20,POINT (6673381.096 25496064.931)
liikennemerkkipilotti_liikennemerkit.227,227,511,Suojatie,,Pole,20.10.2015,324,25496076.039,6673366.696,15.084,Helsinki/MAKA,2018-11-20,POINT (6673366.696 25496076.039)
liikennemerkkipilotti_liikennemerkit.228,228,372,Pysäköinti kielletty,,Pole,06.10.2015,138,25496076.111,6673366.675,14.571,Helsinki/MAKA,2018-11-20,POINT (6673366.675 25496076.111)
liikennemerkkipilotti_liikennemerkit.229,229,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,138,25496076.09,6673366.799,14.1,Helsinki/MAKA,2018-11-20,POINT (6673366.799 25496076.09)
liikennemerkkipilotti_liikennemerkit.230,230,Unclassified,Luokittelematon,,Pole,06.10.2015,138,25496076.132,6673366.587,13.948,Helsinki/MAKA,2018-11-20,POINT (6673366.587 25496076.132)
liikennemerkkipilotti_liikennemerkit.231,231,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Other,06.10.2015,223,25496070.405,6673373.238,13.098,Helsinki/MAKA,2018-11-20,POINT (6673373.238 25496070.405)
liikennemerkkipilotti_liikennemerkit.232,232,372,Pysäköinti kielletty,,Pole,06.10.2015,333,25496074.899,6673389.888,13.689,Helsinki/MAKA,2018-11-20,POINT (6673389.888 25496074.899)
liikennemerkkipilotti_liikennemerkit.233,233,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,333,25496074.954,6673389.897,13.266,Helsinki/MAKA,2018-11-20,POINT (6673389.897 25496074.954)
liikennemerkkipilotti_liikennemerkit.234,234,372,Pysäköinti kielletty,,Wall,06.10.2015,324,25496037.343,6673439.883,18,Helsinki/MAKA,2018-11-20,POINT (6673439.883 25496037.343)
liikennemerkkipilotti_liikennemerkit.235,235,Unclassified,Luokittelematon,,Pole,20.10.2015,267,25496101.562,6673337.782,15.393,Helsinki/MAKA,2018-11-20,POINT (6673337.782 25496101.562)
liikennemerkkipilotti_liikennemerkit.236,236,371,Pysäyttäminen kielletty,,Pole,20.10.2015,145,25496094.005,6673348.002,15.468,Helsinki/MAKA,2018-11-20,POINT (6673348.002 25496094.005)
liikennemerkkipilotti_liikennemerkit.237,237,677,Pysäköinti,,Pole,20.10.2015,327,25496084.357,6673354.717,15.088,Helsinki/MAKA,2018-11-20,POINT (6673354.717 25496084.357)
liikennemerkkipilotti_liikennemerkit.238,238,812,N/A,,Pole,20.10.2015,327,25496084.374,6673354.707,14.715,Helsinki/MAKA,2018-11-20,POINT (6673354.707 25496084.374)
liikennemerkkipilotti_liikennemerkit.239,239,Unclassified,Luokittelematon,,Pole,06.10.2015,333,25496074.974,6673389.9,13.075,Helsinki/MAKA,2018-11-20,POINT (6673389.9 25496074.974)
liikennemerkkipilotti_liikennemerkit.240,240,677,Pysäköinti,,Pole,06.10.2015,321,25496025.826,6673450.886,17.464,Helsinki/MAKA,2018-11-20,POINT (6673450.886 25496025.826)
liikennemerkkipilotti_liikennemerkit.241,241,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,27.10.2015,55,25498578.738,6672565.785,5.78,Helsinki/MAKA,2018-11-20,POINT (6672565.785 25498578.738)
liikennemerkkipilotti_liikennemerkit.242,242,855b,Maksullinen pysäköinti,9-21,Pole,06.10.2015,321,25496025.809,6673450.835,17.097,Helsinki/MAKA,2018-11-20,POINT (6673450.835 25496025.809)
liikennemerkkipilotti_liikennemerkit.243,243,Unclassified,Luokittelematon,,Pole,06.10.2015,52,25496025.479,6673450.552,16.643,Helsinki/MAKA,2018-11-20,POINT (6673450.552 25496025.479)
liikennemerkkipilotti_liikennemerkit.244,244,Unclassified,Luokittelematon,,Pole,07.10.2015,322,25498536.205,6672633.527,7.401,Helsinki/MAKA,2018-11-20,POINT (6672633.527 25498536.205)
liikennemerkkipilotti_liikennemerkit.245,245,Unclassified,Luokittelematon,,Wall,20.10.2015,8,25496020.389,6673465.375,17.635,Helsinki/MAKA,2018-11-20,POINT (6673465.375 25496020.389)
liikennemerkkipilotti_liikennemerkit.246,246,511,Suojatie,,Wall,07.10.2015,150,25498532.221,6672623.696,7.793,Helsinki/MAKA,2018-11-20,POINT (6672623.696 25498532.221)
liikennemerkkipilotti_liikennemerkit.247,247,Unclassified,Luokittelematon,,Wall,20.10.2015,134,25496020.342,6673465.751,17.365,Helsinki/MAKA,2018-11-20,POINT (6673465.751 25496020.342)
liikennemerkkipilotti_liikennemerkit.248,248,511,Suojatie,,Wall,26.10.2015,336,25498517.84,6672678.327,8.819,Helsinki/MAKA,2018-11-20,POINT (6672678.327 25498517.84)
liikennemerkkipilotti_liikennemerkit.249,249,851,Voimassaoloaika,8-17,Wall,06.10.2015,324,25496037.329,6673439.863,17.573,Helsinki/MAKA,2018-11-20,POINT (6673439.863 25496037.329)
liikennemerkkipilotti_liikennemerkit.250,250,363_40,N/A,,Pole,27.10.2015,330,25498579.413,6672550.523,5.752,Helsinki/MAKA,2018-11-20,POINT (6672550.523 25498579.413)
liikennemerkkipilotti_liikennemerkit.251,251,363_40,N/A,,Pole,27.10.2015,148,25498572.132,6672546.751,5.497,Helsinki/MAKA,2018-11-20,POINT (6672546.751 25498572.132)
liikennemerkkipilotti_liikennemerkit.252,252,511,Suojatie,,Wall,06.10.2015,145,25496023.121,6673429.101,17.037,Helsinki/MAKA,2018-11-20,POINT (6673429.101 25496023.121)
liikennemerkkipilotti_liikennemerkit.253,253,333,N/A,,Pole,06.10.2015,145,25496024.055,6673433.212,17.324,Helsinki/MAKA,2018-11-20,POINT (6673433.212 25496024.055)
liikennemerkkipilotti_liikennemerkit.254,254,511,Suojatie,,Pole,27.10.2015,328,25498576.099,6672563.154,5.726,Helsinki/MAKA,2018-11-20,POINT (6672563.154 25498576.099)
liikennemerkkipilotti_liikennemerkit.54,54,871,Tekstillinen lisäkilpi,unreadable,Other,22.10.2015,238,25496653.715,6671856.376,13.962,Helsinki/MAKA,2018-11-20,POINT (6671856.376 25496653.715)
liikennemerkkipilotti_liikennemerkit.55,55,152,N/A,,Wall,22.10.2015,142,25496658.844,6671850.364,13.979,Helsinki/MAKA,2018-11-20,POINT (6671850.364 25496658.844)
liikennemerkkipilotti_liikennemerkit.56,56,511,Suojatie,,Wall,22.10.2015,136,25496673.128,6671830.732,12.461,Helsinki/MAKA,2018-11-20,POINT (6671830.732 25496673.128)
liikennemerkkipilotti_liikennemerkit.57,57,413,N/A,,Wall,22.10.2015,131,25496673.092,6671830.734,11.77,Helsinki/MAKA,2018-11-20,POINT (6671830.734 25496673.092)
liikennemerkkipilotti_liikennemerkit.58,58,Unclassified,Luokittelematon,,Wall,22.10.2015,126,25496672.185,6671831.355,11.603,Helsinki/MAKA,2018-11-20,POINT (6671831.355 25496672.185)
liikennemerkkipilotti_liikennemerkit.59,59,372,Pysäköinti kielletty,,Wall,06.10.2015,242,25496624.984,6671895.984,19.67,Helsinki/MAKA,2018-11-20,POINT (6671895.984 25496624.984)
liikennemerkkipilotti_liikennemerkit.60,60,855a,Maksullinen pysäköinti,9-21,Wall,06.10.2015,240,25496625.086,6671896,19.228,Helsinki/MAKA,2018-11-20,POINT (6671896 25496625.086)
liikennemerkkipilotti_liikennemerkit.61,61,Unclassified,Luokittelematon,,Wall,06.10.2015,244,25496625.089,6671896,19.048,Helsinki/MAKA,2018-11-20,POINT (6671896 25496625.089)
liikennemerkkipilotti_liikennemerkit.62,62,Unclassified,Luokittelematon,,Wall,06.10.2015,246,25496624.92,6671895.959,18.835,Helsinki/MAKA,2018-11-20,POINT (6671895.959 25496624.92)
liikennemerkkipilotti_liikennemerkit.63,63,511,Suojatie,,Wall,22.10.2015,51,25496633.007,6671884.511,18.001,Helsinki/MAKA,2018-11-20,POINT (6671884.511 25496633.007)
liikennemerkkipilotti_liikennemerkit.64,64,Unclassified,Luokittelematon,,Other,05.10.2015,327,25496599.661,6671879.571,16.721,Helsinki/MAKA,2018-11-20,POINT (6671879.571 25496599.661)
liikennemerkkipilotti_liikennemerkit.65,65,373,Pysäköintikieltoalue,,Other,05.10.2015,67,25496609.595,6671864.295,17.095,Helsinki/MAKA,2018-11-20,POINT (6671864.295 25496609.595)
liikennemerkkipilotti_liikennemerkit.66,66,871,Tekstillinen lisäkilpi,unreadable,Other,05.10.2015,63,25496609.65,6671864.247,16.632,Helsinki/MAKA,2018-11-20,POINT (6671864.247 25496609.65)
liikennemerkkipilotti_liikennemerkit.67,67,312,Moottorikäyttöisellä ajoneuvolla ajo kielletty,,Other,05.10.2015,327,25496550.628,6671845.524,15.691,Helsinki/MAKA,2018-11-20,POINT (6671845.524 25496550.628)
liikennemerkkipilotti_liikennemerkit.68,68,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Other,05.10.2015,323,25496550.646,6671845.554,15.226,Helsinki/MAKA,2018-11-20,POINT (6671845.554 25496550.646)
liikennemerkkipilotti_liikennemerkit.69,69,372,Pysäköinti kielletty,,Wall,05.10.2015,144,25496543.532,6671821.361,15.561,Helsinki/MAKA,2018-11-20,POINT (6671821.361 25496543.532)
liikennemerkkipilotti_liikennemerkit.70,70,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,05.10.2015,146,25496543.58,6671821.375,15.111,Helsinki/MAKA,2018-11-20,POINT (6671821.375 25496543.58)
liikennemerkkipilotti_liikennemerkit.71,71,Unclassified,Luokittelematon,,Wall,05.10.2015,150,25496534.871,6671816.546,15.297,Helsinki/MAKA,2018-11-20,POINT (6671816.546 25496534.871)
liikennemerkkipilotti_liikennemerkit.72,72,372,Pysäköinti kielletty,,Wall,22.10.2015,45,25496534.895,6671816.502,16.211,Helsinki/MAKA,2018-11-20,POINT (6671816.502 25496534.895)
liikennemerkkipilotti_liikennemerkit.73,73,855a,Maksullinen pysäköinti,9-21,Wall,22.10.2015,45,25496534.923,6671816.42,15.788,Helsinki/MAKA,2018-11-20,POINT (6671816.42 25496534.923)
liikennemerkkipilotti_liikennemerkit.74,74,Unclassified,Luokittelematon,,Wall,22.10.2015,45,25496534.901,6671816.449,15.61,Helsinki/MAKA,2018-11-20,POINT (6671816.449 25496534.901)
liikennemerkkipilotti_liikennemerkit.75,75,511,Suojatie,,Pole,22.10.2015,234,25496518.647,6671818.806,14.791,Helsinki/MAKA,2018-11-20,POINT (6671818.806 25496518.647)
liikennemerkkipilotti_liikennemerkit.76,76,372,Pysäköinti kielletty,,Pole,22.10.2015,109,25496523.849,6671810.335,15.048,Helsinki/MAKA,2018-11-20,POINT (6671810.335 25496523.849)
liikennemerkkipilotti_liikennemerkit.77,77,511,Suojatie,,Pole,22.10.2015,329,25496523.694,6671805.143,14.354,Helsinki/MAKA,2018-11-20,POINT (6671805.143 25496523.694)
liikennemerkkipilotti_liikennemerkit.78,78,372,Pysäköinti kielletty,,Other,22.10.2015,232,25496531.294,6671770.109,12.656,Helsinki/MAKA,2018-11-20,POINT (6671770.109 25496531.294)
liikennemerkkipilotti_liikennemerkit.79,79,371,Pysäyttäminen kielletty,,Other,22.10.2015,63,25496545.538,6671779.414,12.933,Helsinki/MAKA,2018-11-20,POINT (6671779.414 25496545.538)
liikennemerkkipilotti_liikennemerkit.80,80,822,N/A,"2,05 m",Other,22.10.2015,57,25496545.951,6671778.82,13.058,Helsinki/MAKA,2018-11-20,POINT (6671778.82 25496545.951)
liikennemerkkipilotti_liikennemerkit.81,81,855a,Maksullinen pysäköinti,9-21,Pole,22.10.2015,151,25496512.816,6671799.034,14.074,Helsinki/MAKA,2018-11-20,POINT (6671799.034 25496512.816)
liikennemerkkipilotti_liikennemerkit.82,82,Unclassified,Luokittelematon,,Pole,22.10.2015,144,25496512.814,6671799.045,13.891,Helsinki/MAKA,2018-11-20,POINT (6671799.045 25496512.814)
liikennemerkkipilotti_liikennemerkit.83,83,372,Pysäköinti kielletty,,Pole,22.10.2015,147,25496512.8,6671798.954,14.466,Helsinki/MAKA,2018-11-20,POINT (6671798.954 25496512.8)
liikennemerkkipilotti_liikennemerkit.84,84,Unclassified,Luokittelematon,,Other,05.10.2015,317,25496469.717,6671788.125,9.671,Helsinki/MAKA,2018-11-20,POINT (6671788.125 25496469.717)
liikennemerkkipilotti_liikennemerkit.85,85,372,Pysäköinti kielletty,,Other,05.10.2015,143,25496465.172,6671762.468,8.992,Helsinki/MAKA,2018-11-20,POINT (6671762.468 25496465.172)
liikennemerkkipilotti_liikennemerkit.86,86,871,Tekstillinen lisäkilpi,unreadable,Other,05.10.2015,141,25496465.163,6671762.523,8.539,Helsinki/MAKA,2018-11-20,POINT (6671762.523 25496465.163)
