FID,id,tyyppi,nimi,teksti,kiinnitys,kuvaus_pvm,katselusuunta,x,y,z,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_liikennemerkit.4533,4533,372,Pysäköinti kielletty,,Pole,20.10.2015,122,25495506.053,6673046.999,13.903,Helsinki/MAKA,2018-11-20,POINT (6673046.999 25495506.053)
liikennemerkkipilotti_liikennemerkit.4534,4534,421,N/A,,Pole,22.10.2015,81,25496829.652,6671246.447,4.238,Helsinki/MAKA,2018-11-20,POINT (6671246.447 25496829.652)
liikennemerkkipilotti_liikennemerkit.4535,4535,511,Suojatie,,Pole,20.10.2015,297,25495510.295,6673057.335,12.998,Helsinki/MAKA,2018-11-20,POINT (6673057.335 25495510.295)
liikennemerkkipilotti_liikennemerkit.4536,4536,373,Pysäköintikieltoalue,,Pole,09.10.2015,180,25496821.633,6671243.133,4.987,Helsinki/MAKA,2018-11-20,POINT (6671243.133 25496821.633)
liikennemerkkipilotti_liikennemerkit.4537,4537,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,09.10.2015,180,25496821.654,6671243.179,4.531,Helsinki/MAKA,2018-11-20,POINT (6671243.179 25496821.654)
liikennemerkkipilotti_liikennemerkit.4538,4538,413,N/A,,Trafficlight,20.10.2015,119,25495584.286,6672998.829,10.05,Helsinki/MAKA,2018-11-20,POINT (6672998.829 25495584.286)
liikennemerkkipilotti_liikennemerkit.4539,4539,424,N/A,,Pole,20.10.2015,141,25495505.561,6673046.169,13.145,Helsinki/MAKA,2018-11-20,POINT (6673046.169 25495505.561)
liikennemerkkipilotti_liikennemerkit.4540,4540,Unclassified,Luokittelematon,,Pole,22.10.2015,166,25496821.741,6671270.535,5.186,Helsinki/MAKA,2018-11-20,POINT (6671270.535 25496821.741)
liikennemerkkipilotti_liikennemerkit.4541,4541,Unclassified,Luokittelematon,,Pole,22.10.2015,349,25496821.695,6671242.911,5.035,Helsinki/MAKA,2018-11-20,POINT (6671242.911 25496821.695)
liikennemerkkipilotti_liikennemerkit.4542,4542,372,Pysäköinti kielletty,,Other,20.10.2015,33,25495532.288,6673057.216,12.056,Helsinki/MAKA,2018-11-20,POINT (6673057.216 25495532.288)
liikennemerkkipilotti_liikennemerkit.4543,4543,372,Pysäköinti kielletty,,Pole,20.10.2015,308,25495549.464,6673033.643,12.239,Helsinki/MAKA,2018-11-20,POINT (6673033.643 25495549.464)
liikennemerkkipilotti_liikennemerkit.4544,4544,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,308,25495549.458,6673033.701,11.825,Helsinki/MAKA,2018-11-20,POINT (6673033.701 25495549.458)
liikennemerkkipilotti_liikennemerkit.4545,4545,Unclassified,Luokittelematon,,Pole,20.10.2015,308,25495549.446,6673033.686,11.608,Helsinki/MAKA,2018-11-20,POINT (6673033.686 25495549.446)
liikennemerkkipilotti_liikennemerkit.4546,4546,511,Suojatie,,Pole,09.10.2015,87,25496812.586,6671243.481,4.929,Helsinki/MAKA,2018-11-20,POINT (6671243.481 25496812.586)
liikennemerkkipilotti_liikennemerkit.4547,4547,372,Pysäköinti kielletty,,Lightpole,09.10.2015,90,25496810.074,6671243.326,5.16,Helsinki/MAKA,2018-11-20,POINT (6671243.326 25496810.074)
liikennemerkkipilotti_liikennemerkit.4548,4548,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,20.10.2015,326,25495553.766,6673031.059,11.532,Helsinki/MAKA,2018-11-20,POINT (6673031.059 25495553.766)
liikennemerkkipilotti_liikennemerkit.4549,4549,372,Pysäköinti kielletty,,Pole,09.10.2015,270,25496782.865,6671258.254,5.438,Helsinki/MAKA,2018-11-20,POINT (6671258.254 25496782.865)
liikennemerkkipilotti_liikennemerkit.4550,4550,371,Pysäyttäminen kielletty,,Pole,20.10.2015,119,25495559.525,6673014.679,11.469,Helsinki/MAKA,2018-11-20,POINT (6673014.679 25495559.525)
liikennemerkkipilotti_liikennemerkit.4551,4551,531,Paikallisliikenteen linja-auton pysäkki,,Lightpole,21.10.2015,305,25495563.633,6673025.77,11.446,Helsinki/MAKA,2018-11-20,POINT (6673025.77 25495563.633)
liikennemerkkipilotti_liikennemerkit.4552,4552,855a,Maksullinen pysäköinti,unreadable,Pole,09.10.2015,278,25496782.756,6671258.281,5.013,Helsinki/MAKA,2018-11-20,POINT (6671258.281 25496782.756)
liikennemerkkipilotti_liikennemerkit.4553,4553,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Lightpole,21.10.2015,305,25495563.563,6673025.337,12.148,Helsinki/MAKA,2018-11-20,POINT (6673025.337 25495563.563)
liikennemerkkipilotti_liikennemerkit.4554,4554,363_30,N/A,,Pole,21.10.2015,305,25495580.455,6673014.795,10.96,Helsinki/MAKA,2018-11-20,POINT (6673014.795 25495580.455)
liikennemerkkipilotti_liikennemerkit.4555,4555,871,Tekstillinen lisäkilpi,unreadable,Other,20.10.2015,33,25495532.282,6673057.3,11.608,Helsinki/MAKA,2018-11-20,POINT (6673057.3 25495532.282)
liikennemerkkipilotti_liikennemerkit.4556,4556,372,Pysäköinti kielletty,,Pole,22.10.2015,261,25496812.745,6671260.042,4.615,Helsinki/MAKA,2018-11-20,POINT (6671260.042 25496812.745)
liikennemerkkipilotti_liikennemerkit.4557,4557,531,Paikallisliikenteen linja-auton pysäkki,,Pole,20.10.2015,120,25495547.103,6673020.201,11.931,Helsinki/MAKA,2018-11-20,POINT (6673020.201 25495547.103)
liikennemerkkipilotti_liikennemerkit.4558,4558,312,Moottorikäyttöisellä ajoneuvolla ajo kielletty,,Lightpole,21.10.2015,305,25495563.56,6673025.374,13.322,Helsinki/MAKA,2018-11-20,POINT (6673025.374 25495563.56)
liikennemerkkipilotti_liikennemerkit.4559,4559,Unclassified,Luokittelematon,,Pole,09.10.2015,282,25496782.831,6671258.153,4.826,Helsinki/MAKA,2018-11-20,POINT (6671258.153 25496782.831)
liikennemerkkipilotti_liikennemerkit.4560,4560,851,Voimassaoloaika,22-06 (22-06) 22-06,Lightpole,21.10.2015,305,25495563.59,6673025.376,12.817,Helsinki/MAKA,2018-11-20,POINT (6673025.376 25495563.59)
liikennemerkkipilotti_liikennemerkit.4561,4561,425,N/A,,Pole,20.10.2015,302,25495582.184,6672999.116,10.742,Helsinki/MAKA,2018-11-20,POINT (6672999.116 25495582.184)
liikennemerkkipilotti_liikennemerkit.4562,4562,531,Paikallisliikenteen linja-auton pysäkki,,Lightpole,09.10.2015,90,25496780.622,6671241.904,5.818,Helsinki/MAKA,2018-11-20,POINT (6671241.904 25496780.622)
liikennemerkkipilotti_liikennemerkit.4563,4563,511,Suojatie,,Trafficlight,20.10.2015,117,25495583.759,6672998.513,12.082,Helsinki/MAKA,2018-11-20,POINT (6672998.513 25495583.759)
liikennemerkkipilotti_liikennemerkit.4564,4564,363_40,N/A,,Trafficlight,20.10.2015,117,25495583.785,6672998.52,11.492,Helsinki/MAKA,2018-11-20,POINT (6672998.52 25495583.785)
liikennemerkkipilotti_liikennemerkit.4565,4565,231,Väistämisvelvollisuus risteyksessä,,Trafficlight,20.10.2015,117,25495583.781,6672998.568,10.944,Helsinki/MAKA,2018-11-20,POINT (6672998.568 25495583.781)
liikennemerkkipilotti_liikennemerkit.4566,4566,Unclassified,Luokittelematon,,Lightpole,09.10.2015,86,25496780.646,6671241.899,5.582,Helsinki/MAKA,2018-11-20,POINT (6671241.899 25496780.646)
liikennemerkkipilotti_liikennemerkit.4567,4567,372,Pysäköinti kielletty,,Pole,21.10.2015,282,25495257.35,6673267.219,15.156,Helsinki/MAKA,2018-11-20,POINT (6673267.219 25495257.35)
liikennemerkkipilotti_liikennemerkit.4568,4568,373,Pysäköintikieltoalue,,Pole,09.10.2015,30,25496733.475,6671275.667,5.587,Helsinki/MAKA,2018-11-20,POINT (6671275.667 25496733.475)
liikennemerkkipilotti_liikennemerkit.4569,4569,372,Pysäköinti kielletty,,Lightpole,09.10.2015,114,25496714.189,6671260.455,5.675,Helsinki/MAKA,2018-11-20,POINT (6671260.455 25496714.189)
liikennemerkkipilotti_liikennemerkit.4570,4570,824,N/A,,Pole,21.10.2015,282,25495257.352,6673267.134,14.707,Helsinki/MAKA,2018-11-20,POINT (6673267.134 25495257.352)
liikennemerkkipilotti_liikennemerkit.4571,4571,855a,Maksullinen pysäköinti,unreadable,Lightpole,09.10.2015,110,25496714.174,6671260.461,5.196,Helsinki/MAKA,2018-11-20,POINT (6671260.461 25496714.174)
liikennemerkkipilotti_liikennemerkit.4572,4572,Unclassified,Luokittelematon,,Lightpole,09.10.2015,109,25496714.195,6671260.407,5.03,Helsinki/MAKA,2018-11-20,POINT (6671260.407 25496714.195)
liikennemerkkipilotti_liikennemerkit.4573,4573,511,Suojatie,,Pole,09.10.2015,289,25496692.275,6671290.258,5.411,Helsinki/MAKA,2018-11-20,POINT (6671290.258 25496692.275)
liikennemerkkipilotti_liikennemerkit.4574,4574,372,Pysäköinti kielletty,,Pole,21.10.2015,32,25495136.875,6673320.923,14.87,Helsinki/MAKA,2018-11-20,POINT (6673320.923 25495136.875)
liikennemerkkipilotti_liikennemerkit.4575,4575,372,Pysäköinti kielletty,,Pole,21.10.2015,96,25495134.106,6673302.577,14.61,Helsinki/MAKA,2018-11-20,POINT (6673302.577 25495134.106)
liikennemerkkipilotti_liikennemerkit.4576,4576,856a,Pysäköintikiekon käyttövelvollisuus,2h 8-17 (8-17) 8-17,Pole,21.10.2015,96,25495134.29,6673302.531,14.017,Helsinki/MAKA,2018-11-20,POINT (6673302.531 25495134.29)
liikennemerkkipilotti_liikennemerkit.4577,4577,311,N/A,,Pole,21.10.2015,30,25495213.908,6673277.815,15.687,Helsinki/MAKA,2018-11-20,POINT (6673277.815 25495213.908)
liikennemerkkipilotti_liikennemerkit.4578,4578,422,N/A,,Pole,09.10.2015,125,25496697.256,6671291.237,5.731,Helsinki/MAKA,2018-11-20,POINT (6671291.237 25496697.256)
liikennemerkkipilotti_liikennemerkit.4579,4579,424,N/A,,Pole,09.10.2015,269,25496665.949,6671298.755,5.884,Helsinki/MAKA,2018-11-20,POINT (6671298.755 25496665.949)
liikennemerkkipilotti_liikennemerkit.4580,4580,363_40,N/A,,Lightpole,09.10.2015,273,25496664.627,6671293.296,6.416,Helsinki/MAKA,2018-11-20,POINT (6671293.296 25496664.627)
liikennemerkkipilotti_liikennemerkit.4581,4581,372,Pysäköinti kielletty,,Lightpole,09.10.2015,274,25496664.67,6671293.263,5.754,Helsinki/MAKA,2018-11-20,POINT (6671293.263 25496664.67)
liikennemerkkipilotti_liikennemerkit.4582,4582,855a,Maksullinen pysäköinti,9-17,Lightpole,09.10.2015,146,25496686.668,6671278.039,5.334,Helsinki/MAKA,2018-11-20,POINT (6671278.039 25496686.668)
liikennemerkkipilotti_liikennemerkit.4583,4583,Unclassified,Luokittelematon,,Lightpole,09.10.2015,145,25496686.781,6671277.906,5.122,Helsinki/MAKA,2018-11-20,POINT (6671277.906 25496686.781)
liikennemerkkipilotti_liikennemerkit.4584,4584,Unclassified,Luokittelematon,,Lightpole,09.10.2015,194,25496686.665,6671278.215,4.888,Helsinki/MAKA,2018-11-20,POINT (6671278.215 25496686.665)
liikennemerkkipilotti_liikennemerkit.4585,4585,648,N/A,MUNKKISAARI MUNKHOLMEN,Pole,09.10.2015,183,25496677.241,6671277.414,4.9,Helsinki/MAKA,2018-11-20,POINT (6671277.414 25496677.241)
liikennemerkkipilotti_liikennemerkit.4586,4586,372,Pysäköinti kielletty,,Pole,21.10.2015,324,25495246.879,6673252.605,15.014,Helsinki/MAKA,2018-11-20,POINT (6673252.605 25495246.879)
liikennemerkkipilotti_liikennemerkit.4587,4587,855a,Maksullinen pysäköinti,9-21,Lightpole,09.10.2015,269,25496664.6,6671293.277,5.367,Helsinki/MAKA,2018-11-20,POINT (6671293.277 25496664.6)
liikennemerkkipilotti_liikennemerkit.4588,4588,Unclassified,Luokittelematon,4h,Lightpole,09.10.2015,273,25496664.747,6671293.274,5.099,Helsinki/MAKA,2018-11-20,POINT (6671293.274 25496664.747)
liikennemerkkipilotti_liikennemerkit.4589,4589,856a,Pysäköintikiekon käyttövelvollisuus,2h 8-17 (8-17) 8-17,Pole,21.10.2015,324,25495246.903,6673252.761,14.393,Helsinki/MAKA,2018-11-20,POINT (6673252.761 25495246.903)
liikennemerkkipilotti_liikennemerkit.4590,4590,511,Suojatie,,Pole,09.10.2015,180,25496675.012,6671300.274,5.529,Helsinki/MAKA,2018-11-20,POINT (6671300.274 25496675.012)
liikennemerkkipilotti_liikennemerkit.4591,4591,511,Suojatie,,Pole,09.10.2015,86,25496665.827,6671278.441,5.473,Helsinki/MAKA,2018-11-20,POINT (6671278.441 25496665.827)
liikennemerkkipilotti_liikennemerkit.4592,4592,373,Pysäköintikieltoalue,,Pole,22.10.2015,48,25496625.652,6671302.887,6.138,Helsinki/MAKA,2018-11-20,POINT (6671302.887 25496625.652)
liikennemerkkipilotti_liikennemerkit.4896,4896,Unclassified,Luokittelematon,,Pole,20.10.2015,55,25495883.807,6674580.149,6.485,Helsinki/MAKA,2018-11-20,POINT (6674580.149 25495883.807)
liikennemerkkipilotti_liikennemerkit.4897,4897,372,Pysäköinti kielletty,,Pole,20.10.2015,317,25495870.4,6674588.849,7.533,Helsinki/MAKA,2018-11-20,POINT (6674588.849 25495870.4)
liikennemerkkipilotti_liikennemerkit.4898,4898,231,Väistämisvelvollisuus risteyksessä,,Lightpole,20.10.2015,7,25495870.253,6674598.652,7.699,Helsinki/MAKA,2018-11-20,POINT (6674598.652 25495870.253)
liikennemerkkipilotti_liikennemerkit.4899,4899,521,Pysäköintipaikka,,Lightpole,20.10.2015,135,25495871.511,6674599.451,7.523,Helsinki/MAKA,2018-11-20,POINT (6674599.451 25495871.511)
liikennemerkkipilotti_liikennemerkit.4900,4900,645,N/A,,Pole,09.10.2015,49,25495869.963,6674633.049,7.953,Helsinki/MAKA,2018-11-20,POINT (6674633.049 25495869.963)
liikennemerkkipilotti_liikennemerkit.4901,4901,645,N/A,,Pole,09.10.2015,144,25495869.532,6674632.909,7.954,Helsinki/MAKA,2018-11-20,POINT (6674632.909 25495869.532)
liikennemerkkipilotti_liikennemerkit.4902,4902,511,Suojatie,,Pole,09.10.2015,144,25495848.039,6674640.971,7.138,Helsinki/MAKA,2018-11-20,POINT (6674640.971 25495848.039)
liikennemerkkipilotti_liikennemerkit.4903,4903,Unclassified,Luokittelematon,,Pole,20.10.2015,218,25495827.874,6674213.701,18.768,Helsinki/MAKA,2018-11-20,POINT (6674213.701 25495827.874)
liikennemerkkipilotti_liikennemerkit.4904,4904,374,Pysäköintikieltoalue päätty,,Pole,20.10.2015,324,25495862.633,6674582.704,7.439,Helsinki/MAKA,2018-11-20,POINT (6674582.704 25495862.633)
liikennemerkkipilotti_liikennemerkit.4905,4905,363_30,N/A,,Wall,20.10.2015,333,25495807.068,6674210.383,16.963,Helsinki/MAKA,2018-11-20,POINT (6674210.383 25495807.068)
liikennemerkkipilotti_liikennemerkit.4906,4906,372,Pysäköinti kielletty,,Wall,20.10.2015,333,25495807.094,6674210.409,16.362,Helsinki/MAKA,2018-11-20,POINT (6674210.409 25495807.094)
liikennemerkkipilotti_liikennemerkit.4907,4907,855b,Maksullinen pysäköinti,9-19,Lightpole,20.10.2015,135,25495871.548,6674599.429,7.129,Helsinki/MAKA,2018-11-20,POINT (6674599.429 25495871.548)
liikennemerkkipilotti_liikennemerkit.4908,4908,Unclassified,Luokittelematon,,Lightpole,20.10.2015,135,25495871.497,6674599.459,6.868,Helsinki/MAKA,2018-11-20,POINT (6674599.459 25495871.497)
liikennemerkkipilotti_liikennemerkit.4909,4909,511,Suojatie,,Lightpole,09.10.2015,187,25495870.23,6674598.805,8.447,Helsinki/MAKA,2018-11-20,POINT (6674598.805 25495870.23)
liikennemerkkipilotti_liikennemerkit.4910,4910,855a,Maksullinen pysäköinti,9-21,Wall,20.10.2015,336,25495807.1,6674210.45,15.945,Helsinki/MAKA,2018-11-20,POINT (6674210.45 25495807.1)
liikennemerkkipilotti_liikennemerkit.4911,4911,511,Suojatie,,Pole,09.10.2015,321,25495839.818,6674666.617,6.97,Helsinki/MAKA,2018-11-20,POINT (6674666.617 25495839.818)
liikennemerkkipilotti_liikennemerkit.4912,4912,363_30,N/A,,Pole,09.10.2015,330,25495835.652,6674673.988,7.377,Helsinki/MAKA,2018-11-20,POINT (6674673.988 25495835.652)
liikennemerkkipilotti_liikennemerkit.4913,4913,521,Pysäköintipaikka,,Pole,09.10.2015,326,25495837.769,6674676.422,7.529,Helsinki/MAKA,2018-11-20,POINT (6674676.422 25495837.769)
liikennemerkkipilotti_liikennemerkit.4914,4914,855b,Maksullinen pysäköinti,,Pole,09.10.2015,327,25495837.769,6674676.347,7.087,Helsinki/MAKA,2018-11-20,POINT (6674676.347 25495837.769)
liikennemerkkipilotti_liikennemerkit.4915,4915,511,Suojatie,,Wall,20.10.2015,333,25495840.539,6674145.633,18.31,Helsinki/MAKA,2018-11-20,POINT (6674145.633 25495840.539)
liikennemerkkipilotti_liikennemerkit.4916,4916,Unclassified,Luokittelematon,,Wall,20.10.2015,333,25495840.584,6674145.633,16.667,Helsinki/MAKA,2018-11-20,POINT (6674145.633 25495840.584)
liikennemerkkipilotti_liikennemerkit.4917,4917,Unclassified,Luokittelematon,,Wall,20.10.2015,336,25495807.099,6674210.449,15.756,Helsinki/MAKA,2018-11-20,POINT (6674210.449 25495807.099)
liikennemerkkipilotti_liikennemerkit.4918,4918,645,N/A,,Pole,09.10.2015,45,25495869.391,6674633.357,7.925,Helsinki/MAKA,2018-11-20,POINT (6674633.357 25495869.391)
liikennemerkkipilotti_liikennemerkit.4919,4919,424,N/A,,Lightpole,09.10.2015,321,25495853.326,6674654.115,6.651,Helsinki/MAKA,2018-11-20,POINT (6674654.115 25495853.326)
liikennemerkkipilotti_liikennemerkit.4920,4920,425,N/A,,Pole,09.10.2015,142,25495869.62,6674633.228,7.32,Helsinki/MAKA,2018-11-20,POINT (6674633.228 25495869.62)
liikennemerkkipilotti_liikennemerkit.4921,4921,Unclassified,Luokittelematon,,Pole,09.10.2015,326,25495837.766,6674676.328,6.909,Helsinki/MAKA,2018-11-20,POINT (6674676.328 25495837.766)
liikennemerkkipilotti_liikennemerkit.4922,4922,521a,Ajoneuvojen sijoitus pysäköintipaikalla,,Pole,09.10.2015,327,25495837.768,6674676.31,6.544,Helsinki/MAKA,2018-11-20,POINT (6674676.3100000005 25495837.768)
liikennemerkkipilotti_liikennemerkit.4923,4923,511,Suojatie,,Wall,20.10.2015,152,25495824.891,6674139.048,16.61,Helsinki/MAKA,2018-11-20,POINT (6674139.048 25495824.891)
liikennemerkkipilotti_liikennemerkit.4924,4924,371,Pysäyttäminen kielletty,,Wall,20.10.2015,244,25495821.294,6674145.148,15.203,Helsinki/MAKA,2018-11-20,POINT (6674145.148 25495821.294)
liikennemerkkipilotti_liikennemerkit.4925,4925,332,N/A,,Trafficlight,20.10.2015,333,25495821.466,6674180.252,17.027,Helsinki/MAKA,2018-11-20,POINT (6674180.252 25495821.466)
liikennemerkkipilotti_liikennemerkit.4926,4926,Unclassified,Luokittelematon,,Pole,09.10.2015,330,25495837.759,6674676.24,6.094,Helsinki/MAKA,2018-11-20,POINT (6674676.24 25495837.759)
liikennemerkkipilotti_liikennemerkit.4927,4927,231,Väistämisvelvollisuus risteyksessä,,Trafficlight,20.10.2015,333,25495821.461,6674180.384,16.419,Helsinki/MAKA,2018-11-20,POINT (6674180.384 25495821.461)
liikennemerkkipilotti_liikennemerkit.4928,4928,363_30,N/A,,Pole,20.10.2015,153,25495813.698,6674166.789,16.418,Helsinki/MAKA,2018-11-20,POINT (6674166.789 25495813.698)
liikennemerkkipilotti_liikennemerkit.4929,4929,363_40,N/A,,Pole,09.10.2015,148,25495831.267,6674660.879,8.248,Helsinki/MAKA,2018-11-20,POINT (6674660.879 25495831.267)
liikennemerkkipilotti_liikennemerkit.4930,4930,521,Pysäköintipaikka,,Pole,09.10.2015,149,25495831.284,6674660.941,7.468,Helsinki/MAKA,2018-11-20,POINT (6674660.941 25495831.284)
liikennemerkkipilotti_liikennemerkit.4931,4931,855b,Maksullinen pysäköinti,Unreadable,Pole,09.10.2015,145,25495831.259,6674660.861,7.029,Helsinki/MAKA,2018-11-20,POINT (6674660.861 25495831.259)
liikennemerkkipilotti_liikennemerkit.4932,4932,371,Pysäyttäminen kielletty,,Pole,20.10.2015,156,25495813.642,6674166.732,15.816,Helsinki/MAKA,2018-11-20,POINT (6674166.732 25495813.642)
liikennemerkkipilotti_liikennemerkit.4933,4933,Unclassified,Luokittelematon,,Pole,09.10.2015,146,25495831.259,6674660.839,6.851,Helsinki/MAKA,2018-11-20,POINT (6674660.839 25495831.259)
liikennemerkkipilotti_liikennemerkit.4934,4934,Unclassified,Luokittelematon,,Pole,09.10.2015,238,25495831.288,6674660.93,6.633,Helsinki/MAKA,2018-11-20,POINT (6674660.93 25495831.288)
liikennemerkkipilotti_liikennemerkit.4935,4935,371,Pysäyttäminen kielletty,,Pole,20.10.2015,324,25495553.802,6673031.069,12.047,Helsinki/MAKA,2018-11-20,POINT (6673031.069 25495553.802)
liikennemerkkipilotti_liikennemerkit.4936,4936,871,Tekstillinen lisäkilpi,unreadable,Wall,24.10.2015,53,25494437.161,6672542.09,6.148,Helsinki/MAKA,2018-11-20,POINT (6672542.09 25494437.161)
liikennemerkkipilotti_liikennemerkit.4937,4937,511,Suojatie,,Pole,24.10.2015,318,25494463.067,6672498.831,6.342,Helsinki/MAKA,2018-11-20,POINT (6672498.831 25494463.067)
liikennemerkkipilotti_liikennemerkit.4938,4938,511,Suojatie,,Pole,24.10.2015,147,25494454.401,6672497.985,6.412,Helsinki/MAKA,2018-11-20,POINT (6672497.985 25494454.401)
liikennemerkkipilotti_liikennemerkit.4939,4939,511,Suojatie,,Pole,24.10.2015,321,25494445.966,6672521.921,6.268,Helsinki/MAKA,2018-11-20,POINT (6672521.921 25494445.966)
liikennemerkkipilotti_liikennemerkit.4940,4940,511,Suojatie,,Pole,24.10.2015,147,25494436.779,6672521.076,6.359,Helsinki/MAKA,2018-11-20,POINT (6672521.076 25494436.779)
liikennemerkkipilotti_liikennemerkit.4941,4941,417,Liikenteen jakaja,,Trafficlight,20.10.2015,355,25495628.989,6672783.934,13.213,Helsinki/MAKA,2018-11-20,POINT (6672783.934 25495628.989)
liikennemerkkipilotti_liikennemerkit.4942,4942,Unclassified,Luokittelematon,,Portal front,21.10.2015,178,25495614.173,6672815.55,17.61,Helsinki/MAKA,2018-11-20,POINT (6672815.55 25495614.173)
liikennemerkkipilotti_liikennemerkit.4943,4943,Unclassified,Luokittelematon,,Portal front,21.10.2015,178,25495617.934,6672815.749,17.538,Helsinki/MAKA,2018-11-20,POINT (6672815.749 25495617.934)
liikennemerkkipilotti_liikennemerkit.4944,4944,372,Pysäköinti kielletty,,Wall,24.10.2015,227,25494534.653,6672501.704,9.281,Helsinki/MAKA,2018-11-20,POINT (6672501.704 25494534.653)
liikennemerkkipilotti_liikennemerkit.4945,4945,511,Suojatie,,Pole,21.10.2015,180,25495601.847,6672922.476,10.225,Helsinki/MAKA,2018-11-20,POINT (6672922.476 25495601.847)
liikennemerkkipilotti_liikennemerkit.4946,4946,Unclassified,Luokittelematon,,Wall,24.10.2015,54,25494534.547,6672633.031,11.152,Helsinki/MAKA,2018-11-20,POINT (6672633.031 25494534.547)
liikennemerkkipilotti_liikennemerkit.4997,4997,183,N/A,,Pole,27.10.2015,264,25494566.316,6672706.409,9.759,Helsinki/MAKA,2018-11-20,POINT (6672706.409 25494566.316)
liikennemerkkipilotti_liikennemerkit.4998,4998,363_40,N/A,,Trafficlight,06.10.2015,147,25495796.237,6674195.719,16.905,Helsinki/MAKA,2018-11-20,POINT (6674195.719 25495796.237)
liikennemerkkipilotti_liikennemerkit.4999,4999,231,Väistämisvelvollisuus risteyksessä,,Trafficlight,06.10.2015,146,25495796.245,6674195.729,16.343,Helsinki/MAKA,2018-11-20,POINT (6674195.729 25495796.245)
liikennemerkkipilotti_liikennemerkit.5000,5000,Unclassified,Luokittelematon,,Pole,20.10.2015,54,25495806.994,6674210.419,15.507,Helsinki/MAKA,2018-11-20,POINT (6674210.419 25495806.994)
liikennemerkkipilotti_liikennemerkit.5001,5001,372,Pysäköinti kielletty,,Pole,06.10.2015,147,25495783.511,6674222.902,15.554,Helsinki/MAKA,2018-11-20,POINT (6674222.902 25495783.511)
liikennemerkkipilotti_liikennemerkit.5002,5002,Unclassified,Luokittelematon,,Pole,06.10.2015,145,25495783.518,6674222.894,14.944,Helsinki/MAKA,2018-11-20,POINT (6674222.894 25495783.518)
liikennemerkkipilotti_liikennemerkit.5003,5003,372,Pysäköinti kielletty,,Other,06.10.2015,233,25495778.889,6674225.332,14.116,Helsinki/MAKA,2018-11-20,POINT (6674225.332 25495778.889)
liikennemerkkipilotti_liikennemerkit.5004,5004,425,N/A,,Trafficlight,21.10.2015,17,25495610.888,6672671.196,14.084,Helsinki/MAKA,2018-11-20,POINT (6672671.196 25495610.888)
liikennemerkkipilotti_liikennemerkit.5005,5005,Unclassified,Luokittelematon,,Other,27.10.2015,81,25494364.384,6672654.687,16.19,Helsinki/MAKA,2018-11-20,POINT (6672654.687 25494364.384)
liikennemerkkipilotti_liikennemerkit.5006,5006,424,N/A,,Pole,20.10.2015,175,25495592.106,6672981.606,11.547,Helsinki/MAKA,2018-11-20,POINT (6672981.606 25495592.106)
liikennemerkkipilotti_liikennemerkit.5007,5007,371,Pysäyttäminen kielletty,,Pole,20.10.2015,175,25495596.087,6672988.449,10.589,Helsinki/MAKA,2018-11-20,POINT (6672988.449 25495596.087)
liikennemerkkipilotti_liikennemerkit.5008,5008,372,Pysäköinti kielletty,,Wall,24.10.2015,151,25494622.228,6672554.738,4.558,Helsinki/MAKA,2018-11-20,POINT (6672554.738 25494622.228)
liikennemerkkipilotti_liikennemerkit.5009,5009,424,N/A,,Pole,27.10.2015,180,25495598.925,6672654.367,12.914,Helsinki/MAKA,2018-11-20,POINT (6672654.367 25495598.925)
liikennemerkkipilotti_liikennemerkit.5010,5010,372,Pysäköinti kielletty,,Pole,21.10.2015,267,25495601.333,6672670.517,13.499,Helsinki/MAKA,2018-11-20,POINT (6672670.517 25495601.333)
liikennemerkkipilotti_liikennemerkit.5011,5011,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,24.10.2015,147,25494657.319,6672581.314,4.498,Helsinki/MAKA,2018-11-20,POINT (6672581.314 25494657.319)
liikennemerkkipilotti_liikennemerkit.5012,5012,372,Pysäköinti kielletty,,Wall,24.10.2015,145,25494660.258,6672583.515,5.021,Helsinki/MAKA,2018-11-20,POINT (6672583.515 25494660.258)
liikennemerkkipilotti_liikennemerkit.5013,5013,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,24.10.2015,145,25494660.275,6672583.533,4.411,Helsinki/MAKA,2018-11-20,POINT (6672583.533 25494660.275)
liikennemerkkipilotti_liikennemerkit.5014,5014,851,Voimassaoloaika,,Trafficlight,20.10.2015,24,25495805.357,6674171.222,19.354,Helsinki/MAKA,2018-11-20,POINT (6674171.222 25495805.357)
liikennemerkkipilotti_liikennemerkit.5015,5015,372,Pysäköinti kielletty,,Other,24.10.2015,321,25494657.962,6672598.959,4.949,Helsinki/MAKA,2018-11-20,POINT (6672598.959 25494657.962)
liikennemerkkipilotti_liikennemerkit.5016,5016,551,Yksisuuntainen tie,,Other,24.10.2015,320,25494657.983,6672598.938,4.661,Helsinki/MAKA,2018-11-20,POINT (6672598.938 25494657.983)
